Category_Character;Category_Name;Group_Number;Group_Name;Disease;OMIM;OMIM.link;HPO.link;Gene;Function;Incidence;Artefact disclaimer;Metabolite;HMDB.code;HMDB.link;M/z;Isobaric_compounds;Isobaric_Compounds_Names;Biomarker_PathwayPosition_BodyFluid;Biomarker_PathwayPosition_BodyFluid_Weight;Change;Change_Weight;Importance;Importance_Weight;Total_Weight;Absolute_Weight;Dispensability;Zscore_Cutoff;Diagnosis_Blood
A;Disorders of nitrogen-containing compounds;13;Disorders of sulfur amino acid and sulfide metabolism;Sulphite oxidase deficiency;272300;https://omim.org/entry/272300;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:272300;SUOX;Enzyme;Estimated ~25 cases;No possible artefacts to report;Taurine;HMDB00251;http://www.hmdb.ca/metabolites/HMDB00251;125.147;No;NA;Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;13;Disorders of sulfur amino acid and sulfide metabolism;Sulphite oxidase deficiency;272300;https://omim.org/entry/272300;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:272300;SUOX;Enzyme;Estimated ~25 cases;No possible artefacts to report;Alpha-aminoadipic acid delta-semialdehyde;HMDB01263;http://www.hmdb.ca/metabolites/HMDB01263;145.1564;Yes;"Isobutyrylglycine; N-butyrylglycine; 4-Acetamidobutanoic acid; 5-Amino-3-oxohexanoate; 2-Amino-6-oxohexanoate; 2-Keto-6-aminocaproate";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;13;Disorders of sulfur amino acid and sulfide metabolism;Sulphite oxidase deficiency;272300;https://omim.org/entry/272300;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:272300;SUOX;Enzyme;Estimated ~25 cases;No possible artefacts to report;Thiosulfate;HMDB00257;http://www.hmdb.ca/metabolites/HMDB00257;112.128;No;NA;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;13;Disorders of sulfur amino acid and sulfide metabolism;Sulphite oxidase deficiency;272300;https://omim.org/entry/272300;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:272300;SUOX;Enzyme;Estimated ~25 cases;No possible artefacts to report;Taurine;HMDB00251;http://www.hmdb.ca/metabolites/HMDB00251;125.147;No;NA;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;2-Methyl-3-hydroxybutyric aciduria;300438;https://omim.org/entry/300438;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300438;HSD17B10;Enzyme;Estimated ~18 cases;No possible artefacts to report;2-Methyl-3-hydroxybutyric acid;HMDB00354;http://www.hmdb.ca/metabolites/HMDB00354;118.1311;Yes;"2-Hydroxyvaleric acid; 3-Hydroxyvaleric acid; 3-Hydroxyisovaleric acid; 4-Hydroxyisovaleric acid; 3-Hydroxy-2-Methylbutanoic acid; 2-Hydroxy-3-Methyl-butyric acid; 2-Hydroxy-2-methylbutyric acid; 2-Ethylhydracrylic acid; Erythronilic acid;";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;2-Methyl-3-hydroxybutyric aciduria;300438;https://omim.org/entry/300438;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300438;HSD17B10;Enzyme;Estimated ~18 cases;No possible artefacts to report;2-Ethylhydracrylic acid;HMDB00396;http://www.hmdb.ca/metabolites/HMDB00396;118.1311;Yes;"2-Hydroxyvaleric acid; 3-Hydroxyvaleric acid; 3-Hydroxyisovaleric acid; 4-Hydroxyisovaleric acid; 3-Hydroxy-2-Methylbutanoic acid; 2-Hydroxy-3-Methyl-butyric acid; 2-Hydroxy-2-methylbutyric acid; 2-Methyl-3-Hydroxybutyric acid; Erythronilic acid;";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;2-Methyl-3-hydroxybutyric aciduria;300438;https://omim.org/entry/300438;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300438;HSD17B10;Enzyme;Estimated ~18 cases;No possible artefacts to report;Tiglylglycine;HMDB00959;http://www.hmdb.ca/metabolites/HMDB00959;157.1671;Yes;3-Methylcrotonylglycine;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylcrotonylglycinuria;210200;https://omim.org/entry/210200;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:210200;"MCCC1; MCCC2";Enzyme;Estimated 1:30,000-1:50,000;No possible artefacts to report;3-Methylcrotonylglycine;HMDB00459;http://www.hmdb.ca/metabolites/HMDB00459;157.1671;Yes;Tiglylglycine;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylcrotonylglycinuria;210200;https://omim.org/entry/210200;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:210200;"MCCC1; MCCC2";Enzyme;Estimated 1:30,000-1:50,000;No possible artefacts to report;3-Hydroxyisovaleric acid;HMDB00754;http://www.hmdb.ca/metabolites/HMDB00754;118.1311;Yes;"2-Hydroxyvaleric acid; 3-Hydroxyvaleric acid; 4-Hydroxyisovaleric acid; 3-Hydroxy-2-Methylbutanoic acid; 2-Hydroxy-3-Methyl-butyric acid; 2-Hydroxy-2-methylbutyric acid; 2-Methyl-3-Hydroxybutyric acid; 2-Ethylhydracrylic acid; Erythronilic acid;";Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylcrotonylglycinuria;210200;https://omim.org/entry/210200;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:210200;"MCCC1; MCCC2";Enzyme;Estimated 1:30,000-1:50,000;No possible artefacts to report;3-Hydroxyisovalerylcarnitine;HMDB0061189;http://www.hmdb.ca/metabolites/HMDB0061189;262.3227;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylcrotonylglycinuria;210200;https://omim.org/entry/210200;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:210200;"MCCC1; MCCC2";Enzyme;Estimated 1:30,000-1:50,000;No possible artefacts to report;3-Methylcrotonylglycine;HMDB00459;http://www.hmdb.ca/metabolites/HMDB00459;157.1671;Yes;Tiglylglycine;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylcrotonylglycinuria;210200;https://omim.org/entry/210200;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:210200;"MCCC1; MCCC2";Enzyme;Estimated 1:30,000-1:50,000;No possible artefacts to report;3-Hydroxyisovaleric acid;HMDB00754;http://www.hmdb.ca/metabolites/HMDB00754;118.1311;Yes;"2-Hydroxyvaleric acid; 3-Hydroxyvaleric acid; 4-Hydroxyisovaleric acid; 3-Hydroxy-2-Methylbutanoic acid; 2-Hydroxy-3-Methyl-butyric acid; 2-Hydroxy-2-methylbutyric acid; 2-Methyl-3-Hydroxybutyric acid; 2-Ethylhydracrylic acid; Erythronilic acid;";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylcrotonylglycinuria;210200;https://omim.org/entry/210200;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:210200;"MCCC1; MCCC2";Enzyme;Estimated 1:30,000-1:50,000;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylglutaconic aciduria;250950;https://omim.org/entry/250950;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:250950;"AUH; OPA3; SERAC1; DNAJC19; HTRA2; CLPB; TIMM50; MGCA1";Enzyme;Estimated 1:1.000,000;Consider pregnancy induced 3-methylglutaconic aciduria;3-Methylglutaconic acid;HMDB00522;http://www.hmdb.ca/metabolites/HMDB00522;144.1253;Yes;"2-Methylglutaconic acid; 3-Hexenedioic acid; trans-2-hexenedioic acid; 3-Hydroxyadipic acid 3,6-lactone";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylglutaconic aciduria;250950;https://omim.org/entry/250950;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:250950;"AUH; OPA3; SERAC1; DNAJC19; HTRA2; CLPB; TIMM50; MGCA1";Enzyme;Estimated 1:1.000,000;Consider pregnancy induced 3-methylglutaconic aciduria;3-Methylglutaconic acid;HMDB00522;http://www.hmdb.ca/metabolites/HMDB00522;144.1253;Yes;"2-Methylglutaconic acid; 3-Hexenedioic acid; trans-2-hexenedioic acid; 3-Hydroxyadipic acid 3,6-lactone";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylglutaconic aciduria;250950;https://omim.org/entry/250950;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:250950;"AUH; OPA3; SERAC1; DNAJC19; HTRA2; CLPB; TIMM50; MGCA1";Enzyme;Estimated 1:1.000,000;Consider pregnancy induced 3-methylglutaconic aciduria;3-Hydroxyisovaleric acid;HMDB00754;http://www.hmdb.ca/metabolites/HMDB00754;118.1311;Yes;"2-Hydroxyvaleric acid; 3-Hydroxyvaleric acid; 4-Hydroxyisovaleric acid; 3-Hydroxy-2-Methylbutanoic acid; 2-Hydroxy-3-Methyl-butyric acid; 2-Hydroxy-2-methylbutyric acid; 2-Methyl-3-Hydroxybutyric acid; 2-Ethylhydracrylic acid; Erythronilic acid;";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;3-Methylglutaconic aciduria;250950;https://omim.org/entry/250950;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:250950;"AUH; OPA3; SERAC1; DNAJC19; HTRA2; CLPB; TIMM50; MGCA1";Enzyme;Estimated 1:1.000,000;Consider pregnancy induced 3-methylglutaconic aciduria;Methylglutaric acid;HMDB00752;http://www.hmdb.ca/metabolites/HMDB00752;146.1412;Yes;"Adipic acid; 2-Methylglutaric acid; Monomethylglutaric acid; 2,2-Dimethylsuccinic acid; Solerol; 2-Aceto-2-hydroxybutanoic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;HMG-CoA lyase deficiency;246450;https://omim.org/entry/246450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:246450;HMGCL;Enzyme;Estimated 1:100,000;No possible artefacts to report;3-Hydroxyisovalerylcarnitine;HMDB0061189;http://www.hmdb.ca/metabolites/HMDB0061189;262.3227;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;HMG-CoA lyase deficiency;246450;https://omim.org/entry/246450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:246450;HMGCL;Enzyme;Estimated 1:100,000;No possible artefacts to report;3-Methylglutarylcarnitine;HMDB00552;http://www.hmdb.ca/metabolites/HMDB00552;289.3248;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;HMG-CoA lyase deficiency;246450;https://omim.org/entry/246450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:246450;HMGCL;Enzyme;Estimated 1:100,000;No possible artefacts to report;3-Methylglutaconic acid;HMDB00522;http://www.hmdb.ca/metabolites/HMDB00522;144.1253;Yes;"2-Methylglutaconic acid; 3-Hexenedioic acid; trans-2-hexenedioic acid; 3-Hydroxyadipic acid 3,6-lactone";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;HMG-CoA lyase deficiency;246450;https://omim.org/entry/246450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:246450;HMGCL;Enzyme;Estimated 1:100,000;No possible artefacts to report;3-Hydroxymethylglutaric acid;HMDB00355;http://www.hmdb.ca/metabolites/HMDB00355;162.1406;Yes;"2-Hydroxyadipic acid; 3-Hydroxyadipic acid; 2-Hydroxy-2-ethylsuccinic acid";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;HMG-CoA lyase deficiency;246450;https://omim.org/entry/246450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:246450;HMGCL;Enzyme;Estimated 1:100,000;No possible artefacts to report;Hexanoylcarnitine;HMDB00705;http://www.hmdb.ca/metabolites/HMDB00705;259.3419;Yes;L-Hexanoylcarnitine;Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;HMG-CoA lyase deficiency;246450;https://omim.org/entry/246450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:246450;HMGCL;Enzyme;Estimated 1:100,000;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Urine;1;Decrease;-1.5;Supportive;1;-1.5;1.5;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;HMG-CoA lyase deficiency;246450;https://omim.org/entry/246450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:246450;HMGCL;Enzyme;Estimated 1:100,000;No possible artefacts to report;3-Hydroxyisovaleric acid;HMDB00754;http://www.hmdb.ca/metabolites/HMDB00754;118.1311;Yes;"2-Hydroxyvaleric acid; 3-Hydroxyvaleric acid; 4-Hydroxyisovaleric acid; 3-Hydroxy-2-Methylbutanoic acid; 2-Hydroxy-3-Methyl-butyric acid; 2-Hydroxy-2-methylbutyric acid; 2-Methyl-3-Hydroxybutyric acid; 2-Ethylhydracrylic acid; Erythronilic acid;";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;HMG-CoA lyase deficiency;246450;https://omim.org/entry/246450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:246450;HMGCL;Enzyme;Estimated 1:100,000;No possible artefacts to report;Methylglutaric acid;HMDB00752;http://www.hmdb.ca/metabolites/HMDB00752;146.1412;Yes;"Adipic acid; 2-Methylglutaric acid; Monomethylglutaric acid; 2,2-Dimethylsuccinic acid; Solerol; 2-Aceto-2-hydroxybutanoic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;HMG-CoA lyase deficiency;246450;https://omim.org/entry/246450;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:246450;HMGCL;Enzyme;Estimated 1:100,000;No possible artefacts to report;3-Methylcrotonylglycine;HMDB00459;http://www.hmdb.ca/metabolites/HMDB00459;157.1671;Yes;Tiglylglycine;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Isovaleric aciduria;243500;https://omim.org/entry/243500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:243500;IVD;Enzyme;Estimated 1:100,000;Might be an artefact caused by the use of antibiotics;Isovalerylcarnitine;HMDB00688;http://www.hmdb.ca/metabolites/HMDB00688;245.3153;Yes;"2-Methylbutyroylcarnitine; Valerylcarnitine";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Isovaleric aciduria;243500;https://omim.org/entry/243500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:243500;IVD;Enzyme;Estimated 1:100,000;Might be an artefact caused by the use of antibiotics;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Isovaleric aciduria;243500;https://omim.org/entry/243500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:243500;IVD;Enzyme;Estimated 1:100,000;Might be an artefact caused by the use of antibiotics;Isovalerylglycine;HMDB00678;http://www.hmdb.ca/metabolites/HMDB00678;159.183;Yes;"2-Methylbutyrylglycine; 3-Dehydrocarnitine; Valerylglycine; N-Acetylvaline; 5-Acetamidovalerate";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Isovaleric aciduria;243500;https://omim.org/entry/243500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:243500;IVD;Enzyme;Estimated 1:100,000;Might be an artefact caused by the use of antibiotics;Glycine;HMDB00123;http://www.hmdb.ca/metabolites/HMDB00123;75.0666;No;NA;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Isovaleric aciduria;243500;https://omim.org/entry/243500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:243500;IVD;Enzyme;Estimated 1:100,000;Might be an artefact caused by the use of antibiotics;Isovaleric acid;HMDB00718;http://www.hmdb.ca/metabolites/HMDB00718;102.1317;Yes;"Ethylmethylacetic acid; Pivalic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Isovaleric aciduria;243500;https://omim.org/entry/243500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:243500;IVD;Enzyme;Estimated 1:100,000;Might be an artefact caused by the use of antibiotics;3-Hydroxybutyric acid;HMDB00357;http://www.hmdb.ca/metabolites/HMDB00357;104.1045;Yes;"2-Hydroxybutyric acid; 4-Hydroxybutyric acid; 2-Methyl-3-Hydroxypropanoic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Isovaleric aciduria;243500;https://omim.org/entry/243500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:243500;IVD;Enzyme;Estimated 1:100,000;Might be an artefact caused by the use of antibiotics;4-Hydroxyisovaleric acid;HMDB02011;http://www.hmdb.ca/metabolites/HMDB02011;118.1311;Yes;"2-Hydroxyvaleric acid; 3-Hydroxyvaleric acid; 3-Hydroxyisovaleric acid; 3-Hydroxy-2-Methylbutanoic acid; 2-Hydroxy-3-Methyl-butyric acid; 2-Hydroxy-2-methylbutyric acid; 2-Methyl-3-Hydroxybutyric acid; 2-Ethylhydracrylic acid; Erythronilic acid;";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Isovaleric aciduria;243500;https://omim.org/entry/243500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:243500;IVD;Enzyme;Estimated 1:100,000;Might be an artefact caused by the use of antibiotics;cis-2-Methylaconitate;HMDB06357;http://www.hmdb.ca/metabolites/HMDB06357;188.1348;Yes;(Z)-But-1-ene-1,2,4-tricarboxylate;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;L-Leucine;HMDB00687;http://www.hmdb.ca/metabolites/HMDB00687;131.1729;Yes;"L-Isoleucine; L-Alloisoleucine; L-Norleucine; Beta-Leucine; D-Leucine; 3-Aminocaproic acid";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;L-Isoleucine;HMDB00172;http://www.hmdb.ca/metabolites/HMDB00172;131.1729;Yes;"L-Leucine; L-Alloisoleucine; L-Norleucine; Beta-Leucine; D-Leucine; 3-Aminocaproic acid";Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;L-Valine;HMDB00883;http://www.hmdb.ca/metabolites/HMDB00883;117.1463;Yes;"Betaine; N-Methyl-aminoisobutyric acid; Aminopentanoic acid; Norvaline";Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;L-Leucine;HMDB00687;http://www.hmdb.ca/metabolites/HMDB00687;131.1729;Yes;"L-Isoleucine; L-Alloisoleucine; L-Norleucine; Beta-Leucine; D-Leucine; 3-Aminocaproic acid";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;L-Alloisoleucine;HMDB00557;http://www.hmdb.ca/metabolites/HMDB00557;131.1729;Yes;"L-Isoleucine; L-Leucine; L-Norleucine; Beta-Leucine; D-Leucine; 3-Aminocaproic acid";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;L-Isoleucine;HMDB00172;http://www.hmdb.ca/metabolites/HMDB00172;131.1729;Yes;"L-Leucine; L-Alloisoleucine; L-Norleucine; Beta-Leucine; D-Leucine; 3-Aminocaproic acid";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;Alpha-ketoisovaleric acid;HMDB00019;http://www.hmdb.ca/metabolites/HMDB00019;116.1152;Yes;"2-Methylacetoacetic acid; Methylacetoacetic acid; Luvlinic acid; 2-Oxovaleric acid; Glutarate semialdehyde";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;L-Valine;HMDB00883;http://www.hmdb.ca/metabolites/HMDB00883;117.1463;Yes;"Betaine; N-Methyl-aminoisobutyric acid; Aminopentanoic acid; Norvaline";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;Ketoleucine;HMDB00695;http://www.hmdb.ca/metabolites/HMDB00695;130.1418;Yes;"2-Methyl-3-Ketovaleric acid; 3-Methyl-2-oxovaleric acid; 2-Ketohexanoic acid; Mevalonolactone; 3-Oxohexanoic acid; Adipate semialdehyde; Pantolactone";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;3-Hydroxybutyric acid;HMDB00357;http://www.hmdb.ca/metabolites/HMDB00357;104.1045;Yes;"2-Hydroxybutyric acid; 4-Hydroxybutyric acid; 2-Methyl-3-Hydroxypropanoic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;2-Hydroxy-3-methylbutyric acid;HMDB00407;http://www.hmdb.ca/metabolites/HMDB00407;118.1311;Yes;"2-Hydroxyvaleric acid; 3-Hydroxyvaleric acid; 3-Hydroxyisovaleric acid; 4-Hydroxyisovaleric acid; 3-Hydroxy-2-Methylbutanoic acid; 2-Hydroxy-2-methylbutyric acid; 2-Methyl-3-Hydroxybutyric acid; 2-Ethylhydracrylic acid; Erythronilic acid;";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
